sender_account_id,urgency_level,channel_switch_count,content_available,event_id,occurred_at,event_type,sequence,chain_id,group_key,attack_family,is_attack,fraud_contributing,value_at_risk_inr,label,source,beneficiary_id,beneficiary_age_days,device_id,customer_authorized,sender_baseline_amount_inr,amount_inr,amount_to_baseline_ratio,strong_authentication_passed,customer_confirmation_complete,payment_count,payment_interval_minutes,campaign_duration_minutes,network_id,session_age_seconds,device_is_new,network_is_new,change_risk_band,supplier_id,supplier_relationship_days,approval_step_count,session_history_depth,merchant_id,outflow_ratio,warmup_event_count,device_shared_across_accounts,network_shared_across_accounts,sender_count,beneficiary_count,mule_count,identity_id,profile_consistency_score,linked_attribute_count,document_consistency_score,liveness_confidence,verification_retry_count,device_reused_across_profiles,account_age_days,dormancy_days_before_activity
syn_sender_421870,1.0,4.0,False,syn_evt_bad8ab60e9365419966a,2026-08-02T10:20:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-02-4200000,CTRL-APP-01-02-4200000,,False,False,0.0,0,control,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_421870,,,,syn_evt_7c9ec03d45305353a443,2026-08-02T10:20:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-02-4200000,CTRL-APP-01-02-4200000,,False,False,0.0,0,control,syn_beneficiary_315032,393.0,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_421870,,,,syn_evt_a73a3cdcd6915190aa07,2026-08-02T10:22:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-02-4200000,CTRL-APP-01-02-4200000,,False,False,0.0,0,control,syn_beneficiary_315032,,syn_device_959115,True,2418.15,3810.76,1.5759,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_421870,,,,syn_evt_d9951e74879450feb7ef,2026-08-02T10:25:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-02-4200000,CTRL-APP-01-02-4200000,,False,False,0.0,0,control,syn_beneficiary_315032,,,,2418.15,4335.5,1.7929,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_421870,,,,syn_evt_b9d66f1956c15662a7f3,2026-08-02T10:30:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-02-4200000,CTRL-APP-01-02-4200000,,False,False,0.0,0,control,syn_beneficiary_315032,,,,2418.15,1356.34,0.5609,True,True,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_421870,2.0,4.0,False,syn_evt_89df28b4ac38526b956d,2026-08-02T10:30:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-03-4200000,CTRL-APP-01-03-4200000,,False,False,0.0,0,control,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_421870,,,,syn_evt_bba8fb854caa5a75948c,2026-08-02T10:30:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-03-4200000,CTRL-APP-01-03-4200000,,False,False,0.0,0,control,syn_beneficiary_315032,1157.0,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_421870,,,,syn_evt_9246e4463ea355848631,2026-08-02T10:32:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-03-4200000,CTRL-APP-01-03-4200000,,False,False,0.0,0,control,syn_beneficiary_315032,,syn_device_959115,True,2418.15,4159.46,1.7201,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_421870,,,,syn_evt_1fb1fc8e141b532d9353,2026-08-02T10:35:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-03-4200000,CTRL-APP-01-03-4200000,,False,False,0.0,0,control,syn_beneficiary_315032,,,,2418.15,3686.47,1.5245,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_421870,,,,syn_evt_19849a0179605bf4b146,2026-08-02T10:40:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-03-4200000,CTRL-APP-01-03-4200000,,False,False,0.0,0,control,syn_beneficiary_315032,,,,2418.15,3039.86,1.2571,True,True,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,5.0,4.0,False,syn_evt_f139f33c60505854ae4b,2026-08-02T01:01:00+00:00,COMMUNICATION_RISK_CONTEXT,1,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,True,False,0.0,0,attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_790508f55e665b179e93,2026-08-02T01:01:45+00:00,BENEFICIARY_ADDED,2,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,True,True,0.0,1,attack,syn_beneficiary_310505,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_ddb34cbcd9275d1abcde,2026-08-02T01:03:00+00:00,PAYMENT_INITIATED,3,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,True,True,32440.05,1,attack,syn_beneficiary_310505,,syn_device_766467,True,3604.45,32440.05,9.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_1f46c0a3ba5653d7b4eb,2026-08-02T01:06:00+00:00,PAYMENT_REPEATED,4,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,True,True,14417.8,1,attack,syn_beneficiary_310505,,,,3604.45,3604.45,1.0,False,False,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_3752a48110ca5f3b8d35,2026-08-02T01:11:00+00:00,FUNDS_RECEIVED,5,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,True,True,0.0,1,attack,syn_beneficiary_310505,,,,3604.45,3604.45,1.0,True,False,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,3.0,4.0,False,syn_evt_23c853e08af952c0893f,2026-08-02T10:10:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,False,False,0.0,0,control,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_947d034060ad5bbbac4d,2026-08-02T10:10:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,1342.0,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_4a2dfdf813285454aa87,2026-08-02T10:12:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,syn_device_766467,True,3604.45,6286.16,1.744,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_dd11e58a8bb356eb96f5,2026-08-02T10:15:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,,3604.45,2023.18,0.5613,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_4682e5d2cb255c239646,2026-08-02T10:20:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,,3604.45,6413.4,1.7793,True,True,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,2.0,4.0,False,syn_evt_8005f002b9ff57aaaf9e,2026-08-02T10:20:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,False,False,0.0,0,control,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_6a8976f0f3d35e338935,2026-08-02T10:20:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,8.0,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_03268412f87f5b42b140,2026-08-02T10:22:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,syn_device_766467,True,3604.45,4807.25,1.3337,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_318d7841ba8b56348467,2026-08-02T10:25:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,,3604.45,5780.1,1.6036,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_d1b2913fd8515ad8982d,2026-08-02T10:30:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,,3604.45,4520.34,1.2541,True,True,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,0.0,4.0,False,syn_evt_ba7b45217e345cef85bf,2026-08-02T10:30:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,False,False,0.0,0,control,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_a0cba45eea405fe48894,2026-08-02T10:30:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,283.0,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_fc0dc649ade15cb080cd,2026-08-02T10:32:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,syn_device_766467,True,3604.45,5310.08,1.4732,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_bc5fa4459b7b577ca7d1,2026-08-02T10:35:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,,3604.45,1832.86,0.5085,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_23bb6a3661725b15807b,2026-08-02T10:40:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,,3604.45,2817.96,0.7818,True,True,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,5.0,4.0,False,syn_evt_b8062e9d76695fffa9ea,2026-08-02T01:02:00+00:00,COMMUNICATION_RISK_CONTEXT,1,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,True,False,0.0,0,attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_2292f6969e315d51ad28,2026-08-02T01:02:45+00:00,BENEFICIARY_ADDED,2,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,True,True,0.0,1,attack,syn_beneficiary_992043,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_5021c978f1c951b7be62,2026-08-02T01:04:00+00:00,PAYMENT_INITIATED,3,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,True,True,57911.4,1,attack,syn_beneficiary_992043,,syn_device_286710,True,6434.6,57911.4,9.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_20f99dee2af3584793d8,2026-08-02T01:07:00+00:00,PAYMENT_REPEATED,4,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,True,True,25738.4,1,attack,syn_beneficiary_992043,,,,6434.6,6434.6,1.0,False,False,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_89ddc5e056395b86b930,2026-08-02T01:12:00+00:00,FUNDS_RECEIVED,5,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,True,True,0.0,1,attack,syn_beneficiary_992043,,,,6434.6,6434.6,1.0,False,True,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,3.0,4.0,False,syn_evt_826c0ae1611a5c989626,2026-08-02T10:10:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,False,False,0.0,0,control,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_1a87c387b1615f8f88eb,2026-08-02T10:10:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,904.0,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_6274501fe8ca55ad905b,2026-08-02T10:12:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,syn_device_286710,True,6434.6,11336.48,1.7618,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_f97a7a16df3d5b78a3fc,2026-08-02T10:15:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,,6434.6,11436.86,1.7774,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_cb853346f4ce592f8a9b,2026-08-02T10:20:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,,6434.6,8666.12,1.3468,True,True,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,1.0,4.0,False,syn_evt_b81a01a27cbf5a028687,2026-08-02T10:20:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,False,False,0.0,0,control,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_b4b21152ddff584cb35d,2026-08-02T10:20:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,114.0,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_cb545297ea3a5f508237,2026-08-02T10:22:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,syn_device_286710,True,6434.6,9515.49,1.4788,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_180d3fadf2095d24aae1,2026-08-02T10:25:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,,6434.6,7791.66,1.2109,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_318b7418ee54538da679,2026-08-02T10:30:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,,6434.6,4770.61,0.7414,True,True,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,3.0,4.0,False,syn_evt_e089a64df62b506e977c,2026-08-02T10:30:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,False,False,0.0,0,control,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_f343e356597c5a608f28,2026-08-02T10:30:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,83.0,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_14f1d55825d65db3898f,2026-08-02T10:32:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,syn_device_286710,True,6434.6,11107.41,1.7262,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_2188b7caa7df53a38640,2026-08-02T10:35:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,,6434.6,11375.09,1.7678,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_7c4ad0d0d1e2500dbc83,2026-08-02T10:40:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,,6434.6,4292.52,0.6671,True,True,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,5.0,4.0,False,syn_evt_b9a1effb2ff75c768dde,2026-08-02T01:03:00+00:00,COMMUNICATION_RISK_CONTEXT,1,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,True,False,0.0,0,attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_2934de4e7cad5a24b248,2026-08-02T01:03:45+00:00,BENEFICIARY_ADDED,2,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,True,True,0.0,1,attack,syn_beneficiary_696219,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_61c0d8954b32572ab12c,2026-08-02T01:05:00+00:00,PAYMENT_INITIATED,3,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,True,True,31151.88,1,attack,syn_beneficiary_696219,,syn_device_876902,True,3461.32,31151.88,9.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_5d928c9b8c715af3872d,2026-08-02T01:08:00+00:00,PAYMENT_REPEATED,4,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,True,True,13845.28,1,attack,syn_beneficiary_696219,,,,3461.32,3461.32,1.0,True,False,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_0e90798204095b33b8dd,2026-08-02T01:13:00+00:00,FUNDS_RECEIVED,5,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,True,True,0.0,1,attack,syn_beneficiary_696219,,,,3461.32,3461.32,1.0,False,False,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,0.0,4.0,False,syn_evt_0f3f6c0fe8815b5b91df,2026-08-02T10:10:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-01-4200003,CTRL-APP-01-01-4200003,,False,False,0.0,0,control,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_28e41b2238805cbdbac2,2026-08-02T10:10:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-01-4200003,CTRL-APP-01-01-4200003,,False,False,0.0,0,control,syn_beneficiary_696219,1294.0,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_d493d303a78050358b3f,2026-08-02T10:12:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-01-4200003,CTRL-APP-01-01-4200003,,False,False,0.0,0,control,syn_beneficiary_696219,,syn_device_876902,True,3461.32,2133.9,0.6165,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_9b6c7432601253fcbb66,2026-08-02T10:15:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-01-4200003,CTRL-APP-01-01-4200003,,False,False,0.0,0,control,syn_beneficiary_696219,,,,3461.32,5100.95,1.4737,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_385cd4d4c8035b2ab0c9,2026-08-02T10:20:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-01-4200003,CTRL-APP-01-01-4200003,,False,False,0.0,0,control,syn_beneficiary_696219,,,,3461.32,4048.71,1.1697,True,True,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,2.0,4.0,False,syn_evt_6e335a3a8b055ea2900c,2026-08-02T10:20:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-02-4200003,CTRL-APP-01-02-4200003,,False,False,0.0,0,control,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_0542c8f117715049b180,2026-08-02T10:20:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-02-4200003,CTRL-APP-01-02-4200003,,False,False,0.0,0,control,syn_beneficiary_696219,1129.0,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_1af1c849c0ef55a1ad82,2026-08-02T10:22:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-02-4200003,CTRL-APP-01-02-4200003,,False,False,0.0,0,control,syn_beneficiary_696219,,syn_device_876902,True,3461.32,4779.74,1.3809,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_0fa2a32a5d8e5a3a8e93,2026-08-02T10:25:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-02-4200003,CTRL-APP-01-02-4200003,,False,False,0.0,0,control,syn_beneficiary_696219,,,,3461.32,4400.38,1.2713,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_c34a1653033c5e298f70,2026-08-02T10:30:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-02-4200003,CTRL-APP-01-02-4200003,,False,False,0.0,0,control,syn_beneficiary_696219,,,,3461.32,6038.62,1.7446,True,True,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,2.0,4.0,False,syn_evt_5a3db78e74d65446b28a,2026-08-02T10:30:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-03-4200003,CTRL-APP-01-03-4200003,,False,False,0.0,0,control,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
