sender_account_id,urgency_level,channel_switch_count,content_available,event_id,occurred_at,event_type,sequence,chain_id,group_key,attack_family,is_attack,fraud_contributing,value_at_risk_inr,label,source,beneficiary_id,beneficiary_age_days,beneficiary_kyc_tier,device_id,customer_authorized,balance_drain_ratio,add_to_payment_seconds,sender_baseline_amount_inr,amount_inr,amount_to_baseline_ratio,strong_authentication_passed,customer_confirmation_complete,payment_count,payment_interval_minutes,campaign_duration_minutes,receiver_inbound_sender_count,funds_dwell_time_seconds,network_id,session_age_seconds,device_is_new,network_is_new,change_risk_band,supplier_id,supplier_relationship_days,approval_step_count,session_history_depth,merchant_id,outflow_ratio,warmup_event_count,device_shared_across_accounts,network_shared_across_accounts,sender_count,beneficiary_count,mule_count,identity_id,profile_consistency_score,linked_attribute_count,document_consistency_score,liveness_confidence,verification_retry_count,device_reused_across_profiles,account_age_days,dormancy_days_before_activity
syn_sender_421870,,,,syn_evt_9246e4463ea355848631,2026-08-02T10:32:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-03-4200000,CTRL-APP-01-03-4200000,,False,False,0.0,0,control,syn_beneficiary_315032,,,syn_device_959115,True,0.274,60940.0,2418.15,3938.68,1.6288,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_421870,,,,syn_evt_1fb1fc8e141b532d9353,2026-08-02T10:35:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-03-4200000,CTRL-APP-01-03-4200000,,False,False,0.0,0,control,syn_beneficiary_315032,,,,,,,2418.15,2630.95,1.088,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_421870,,,,syn_evt_19849a0179605bf4b146,2026-08-02T10:40:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-03-4200000,CTRL-APP-01-03-4200000,,False,False,0.0,0,control,syn_beneficiary_315032,,,,,,,2418.15,1437.83,0.5946,True,True,,,15.0,89.0,44543.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,5.0,4.0,False,syn_evt_f139f33c60505854ae4b,2026-08-02T01:01:00+00:00,COMMUNICATION_RISK_CONTEXT,1,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,True,False,0.0,0,attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_790508f55e665b179e93,2026-08-02T01:01:45+00:00,BENEFICIARY_ADDED,2,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,True,True,0.0,1,attack,syn_beneficiary_310505,0.0,min_kyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_ddb34cbcd9275d1abcde,2026-08-02T01:03:00+00:00,PAYMENT_INITIATED,3,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,True,True,32440.05,1,attack,syn_beneficiary_310505,,,syn_device_766467,True,0.95,20.0,3604.45,32440.05,9.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_1f46c0a3ba5653d7b4eb,2026-08-02T01:06:00+00:00,PAYMENT_REPEATED,4,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,True,True,14417.8,1,attack,syn_beneficiary_310505,,,,,,,3604.45,3604.45,1.0,False,False,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_3752a48110ca5f3b8d35,2026-08-02T01:11:00+00:00,FUNDS_RECEIVED,5,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,True,True,0.0,1,attack,syn_beneficiary_310505,,,,,,,3604.45,3604.45,1.0,True,False,,,15.0,220.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,3.0,4.0,False,syn_evt_23c853e08af952c0893f,2026-08-02T10:10:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,False,False,0.0,0,control,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_947d034060ad5bbbac4d,2026-08-02T10:10:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,1342.0,business_kyc,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_4a2dfdf813285454aa87,2026-08-02T10:12:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,syn_device_766467,True,0.8388,630.0,3604.45,1861.7,0.5165,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_dd11e58a8bb356eb96f5,2026-08-02T10:15:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,,,,,3604.45,4383.37,1.2161,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_4682e5d2cb255c239646,2026-08-02T10:20:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,,,,,3604.45,5026.77,1.3946,True,True,,,15.0,71.0,76394.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,2.0,4.0,False,syn_evt_8005f002b9ff57aaaf9e,2026-08-02T10:20:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,False,False,0.0,0,control,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_6a8976f0f3d35e338935,2026-08-02T10:20:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,8.0,min_kyc,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_03268412f87f5b42b140,2026-08-02T10:22:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,syn_device_766467,True,0.0881,37450.0,3604.45,6347.08,1.7609,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_318d7841ba8b56348467,2026-08-02T10:25:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,,,,,3604.45,2564.57,0.7115,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_d1b2913fd8515ad8982d,2026-08-02T10:30:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,,,,,3604.45,6263.09,1.7376,True,True,,,15.0,19.0,21582.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,0.0,4.0,False,syn_evt_ba7b45217e345cef85bf,2026-08-02T10:30:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,False,False,0.0,0,control,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_a0cba45eea405fe48894,2026-08-02T10:30:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,283.0,min_kyc,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_fc0dc649ade15cb080cd,2026-08-02T10:32:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,syn_device_766467,True,0.3723,153.0,3604.45,5675.57,1.5746,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_bc5fa4459b7b577ca7d1,2026-08-02T10:35:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,,,,,3604.45,3310.33,0.9184,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_23bb6a3661725b15807b,2026-08-02T10:40:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,False,False,0.0,0,control,syn_beneficiary_310505,,,,,,,3604.45,5191.49,1.4403,True,True,,,15.0,45.0,76977.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,5.0,4.0,False,syn_evt_b8062e9d76695fffa9ea,2026-08-02T01:02:00+00:00,COMMUNICATION_RISK_CONTEXT,1,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,True,False,0.0,0,attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_2292f6969e315d51ad28,2026-08-02T01:02:45+00:00,BENEFICIARY_ADDED,2,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,True,True,0.0,1,attack,syn_beneficiary_992043,0.0,min_kyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_5021c978f1c951b7be62,2026-08-02T01:04:00+00:00,PAYMENT_INITIATED,3,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,True,True,57911.4,1,attack,syn_beneficiary_992043,,,syn_device_286710,True,0.95,20.0,6434.6,57911.4,9.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_20f99dee2af3584793d8,2026-08-02T01:07:00+00:00,PAYMENT_REPEATED,4,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,True,True,25738.4,1,attack,syn_beneficiary_992043,,,,,,,6434.6,6434.6,1.0,False,False,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_89ddc5e056395b86b930,2026-08-02T01:12:00+00:00,FUNDS_RECEIVED,5,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,True,True,0.0,1,attack,syn_beneficiary_992043,,,,,,,6434.6,6434.6,1.0,False,True,,,15.0,220.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,3.0,4.0,False,syn_evt_826c0ae1611a5c989626,2026-08-02T10:10:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,False,False,0.0,0,control,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_1a87c387b1615f8f88eb,2026-08-02T10:10:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,904.0,business_kyc,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_6274501fe8ca55ad905b,2026-08-02T10:12:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,syn_device_286710,True,0.646,7741.0,6434.6,4243.62,0.6595,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_f97a7a16df3d5b78a3fc,2026-08-02T10:15:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,,,,,6434.6,6352.24,0.9872,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_cb853346f4ce592f8a9b,2026-08-02T10:20:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,,,,,6434.6,8746.55,1.3593,True,True,,,15.0,60.0,118612.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,1.0,4.0,False,syn_evt_b81a01a27cbf5a028687,2026-08-02T10:20:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,False,False,0.0,0,control,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_b4b21152ddff584cb35d,2026-08-02T10:20:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,114.0,min_kyc,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_cb545297ea3a5f508237,2026-08-02T10:22:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,syn_device_286710,True,0.5239,31089.0,6434.6,8057.41,1.2522,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_180d3fadf2095d24aae1,2026-08-02T10:25:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,,,,,6434.6,6133.46,0.9532,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_318b7418ee54538da679,2026-08-02T10:30:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,,,,,6434.6,7550.36,1.1734,True,True,,,15.0,102.0,10230.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,3.0,4.0,False,syn_evt_e089a64df62b506e977c,2026-08-02T10:30:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,False,False,0.0,0,control,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_f343e356597c5a608f28,2026-08-02T10:30:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,83.0,full_kyc,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_14f1d55825d65db3898f,2026-08-02T10:32:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,syn_device_286710,True,0.8823,57112.0,6434.6,5862.56,0.9111,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_2188b7caa7df53a38640,2026-08-02T10:35:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,,,,,6434.6,7013.07,1.0899,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_7c4ad0d0d1e2500dbc83,2026-08-02T10:40:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,False,False,0.0,0,control,syn_beneficiary_992043,,,,,,,6434.6,8339.24,1.296,True,True,,,15.0,80.0,67233.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,5.0,4.0,False,syn_evt_b9a1effb2ff75c768dde,2026-08-02T01:03:00+00:00,COMMUNICATION_RISK_CONTEXT,1,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,True,False,0.0,0,attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_2934de4e7cad5a24b248,2026-08-02T01:03:45+00:00,BENEFICIARY_ADDED,2,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,True,True,0.0,1,attack,syn_beneficiary_696219,0.0,min_kyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_61c0d8954b32572ab12c,2026-08-02T01:05:00+00:00,PAYMENT_INITIATED,3,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,True,True,31151.88,1,attack,syn_beneficiary_696219,,,syn_device_876902,True,0.95,20.0,3461.32,31151.88,9.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_5d928c9b8c715af3872d,2026-08-02T01:08:00+00:00,PAYMENT_REPEATED,4,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,True,True,13845.28,1,attack,syn_beneficiary_696219,,,,,,,3461.32,3461.32,1.0,True,False,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_0e90798204095b33b8dd,2026-08-02T01:13:00+00:00,FUNDS_RECEIVED,5,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,True,True,0.0,1,attack,syn_beneficiary_696219,,,,,,,3461.32,3461.32,1.0,False,False,,,15.0,220.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,0.0,4.0,False,syn_evt_0f3f6c0fe8815b5b91df,2026-08-02T10:10:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-01-4200003,CTRL-APP-01-01-4200003,,False,False,0.0,0,control,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_28e41b2238805cbdbac2,2026-08-02T10:10:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-01-4200003,CTRL-APP-01-01-4200003,,False,False,0.0,0,control,syn_beneficiary_696219,1294.0,full_kyc,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_d493d303a78050358b3f,2026-08-02T10:12:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-01-4200003,CTRL-APP-01-01-4200003,,False,False,0.0,0,control,syn_beneficiary_696219,,,syn_device_876902,True,0.1006,31242.0,3461.32,3157.07,0.9121,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_9b6c7432601253fcbb66,2026-08-02T10:15:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-01-4200003,CTRL-APP-01-01-4200003,,False,False,0.0,0,control,syn_beneficiary_696219,,,,,,,3461.32,2084.41,0.6022,True,True,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_385cd4d4c8035b2ab0c9,2026-08-02T10:20:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-01-4200003,CTRL-APP-01-01-4200003,,False,False,0.0,0,control,syn_beneficiary_696219,,,,,,,3461.32,2337.78,0.6754,True,True,,,15.0,148.0,158078.0,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,2.0,4.0,False,syn_evt_6e335a3a8b055ea2900c,2026-08-02T10:20:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-02-4200003,CTRL-APP-01-02-4200003,,False,False,0.0,0,control,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_0542c8f117715049b180,2026-08-02T10:20:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-02-4200003,CTRL-APP-01-02-4200003,,False,False,0.0,0,control,syn_beneficiary_696219,1129.0,min_kyc,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
