sender_account_id,urgency_level,channel_switch_count,content_available,event_id,occurred_at,event_type,sequence,chain_id,group_key,attack_family,is_attack,fraud_contributing,value_at_risk_inr,label,source,beneficiary_id,beneficiary_age_days,beneficiary_kyc_tier,beneficiary_name_match_score,device_id,customer_authorized,balance_drain_ratio,add_to_payment_seconds,sender_baseline_amount_inr,amount_inr,amount_to_baseline_ratio,strong_authentication_passed,customer_confirmation_complete,payment_count,payment_interval_minutes,campaign_duration_minutes,receiver_inbound_sender_count,funds_dwell_time_seconds,network_id,session_age_seconds,device_binding_age_days,dormancy_days_before_activity,device_is_new,network_is_new,change_risk_band,supplier_id,supplier_relationship_days,approval_step_count,round_amount_ratio,session_history_depth,merchant_id,outflow_ratio,warmup_event_count,device_shared_across_accounts,network_shared_across_accounts,sender_count,beneficiary_count,mule_count,identity_id,profile_consistency_score,linked_attribute_count,document_consistency_score,liveness_confidence,verification_retry_count,device_reused_across_profiles,account_age_days
syn_sender_421870,,,,syn_evt_bba8fb854caa5a75948c,2026-08-02T10:30:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-03-4200000,CTRL-APP-01-03-4200000,,FALSE,FALSE,0,0,control,syn_beneficiary_315032,1157,full_kyc,0.9816,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_421870,,,,syn_evt_9246e4463ea355848631,2026-08-02T10:32:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-03-4200000,CTRL-APP-01-03-4200000,,FALSE,FALSE,0,0,control,syn_beneficiary_315032,,,,syn_device_959115,TRUE,0.4444,1222,2418.15,3686.47,1.5245,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_421870,,,,syn_evt_1fb1fc8e141b532d9353,2026-08-02T10:35:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-03-4200000,CTRL-APP-01-03-4200000,,FALSE,FALSE,0,0,control,syn_beneficiary_315032,,,,,,,,2418.15,3123.28,1.2916,TRUE,TRUE,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_421870,,,,syn_evt_19849a0179605bf4b146,2026-08-02T10:40:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-03-4200000,CTRL-APP-01-03-4200000,,FALSE,FALSE,0,0,control,syn_beneficiary_315032,,,,,,,,2418.15,3693.72,1.5275,TRUE,TRUE,,,15,60,11854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,5,4,FALSE,syn_evt_f139f33c60505854ae4b,2026-08-02T01:01:00+00:00,COMMUNICATION_RISK_CONTEXT,1,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,TRUE,FALSE,0,0,attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_790508f55e665b179e93,2026-08-02T01:01:45+00:00,BENEFICIARY_ADDED,2,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,TRUE,TRUE,0,1,attack,syn_beneficiary_310505,0,min_kyc,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_ddb34cbcd9275d1abcde,2026-08-02T01:03:00+00:00,PAYMENT_INITIATED,3,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,TRUE,TRUE,32440.05,1,attack,syn_beneficiary_310505,,,,syn_device_766467,TRUE,0.95,20,3604.45,32440.05,9,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_1f46c0a3ba5653d7b4eb,2026-08-02T01:06:00+00:00,PAYMENT_REPEATED,4,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,TRUE,TRUE,14417.8,1,attack,syn_beneficiary_310505,,,,,,,,3604.45,3604.45,1,FALSE,FALSE,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_3752a48110ca5f3b8d35,2026-08-02T01:11:00+00:00,FUNDS_RECEIVED,5,RT-APP-01-04200001-BASE,RT-APP-01-04200001-BASE,APP-01,TRUE,TRUE,0,1,attack,syn_beneficiary_310505,,,,,,,,3604.45,3604.45,1,TRUE,FALSE,,,15,220,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,3,4,FALSE,syn_evt_23c853e08af952c0893f,2026-08-02T10:10:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,FALSE,FALSE,0,0,control,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_947d034060ad5bbbac4d,2026-08-02T10:10:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,FALSE,FALSE,0,0,control,syn_beneficiary_310505,1342,business_kyc,0.9871,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_4a2dfdf813285454aa87,2026-08-02T10:12:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,FALSE,FALSE,0,0,control,syn_beneficiary_310505,,,,syn_device_766467,TRUE,0.2992,72322,3604.45,2023.18,0.5613,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_dd11e58a8bb356eb96f5,2026-08-02T10:15:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,FALSE,FALSE,0,0,control,syn_beneficiary_310505,,,,,,,,3604.45,4076.63,1.131,TRUE,TRUE,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_4682e5d2cb255c239646,2026-08-02T10:20:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-01-4200001,CTRL-APP-01-01-4200001,,FALSE,FALSE,0,0,control,syn_beneficiary_310505,,,,,,,,3604.45,5650.34,1.5676,TRUE,TRUE,,,15,52,127156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,2,4,FALSE,syn_evt_8005f002b9ff57aaaf9e,2026-08-02T10:20:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,FALSE,FALSE,0,0,control,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_6a8976f0f3d35e338935,2026-08-02T10:20:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,FALSE,FALSE,0,0,control,syn_beneficiary_310505,8,min_kyc,0.8924,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_03268412f87f5b42b140,2026-08-02T10:22:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,FALSE,FALSE,0,0,control,syn_beneficiary_310505,,,,syn_device_766467,TRUE,0.2921,76152,3604.45,5780.1,1.6036,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_318d7841ba8b56348467,2026-08-02T10:25:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,FALSE,FALSE,0,0,control,syn_beneficiary_310505,,,,,,,,3604.45,1862.78,0.5168,TRUE,TRUE,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_d1b2913fd8515ad8982d,2026-08-02T10:30:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-02-4200001,CTRL-APP-01-02-4200001,,FALSE,FALSE,0,0,control,syn_beneficiary_310505,,,,,,,,3604.45,5154.72,1.4301,TRUE,TRUE,,,15,25,89688,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,0,4,FALSE,syn_evt_ba7b45217e345cef85bf,2026-08-02T10:30:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,FALSE,FALSE,0,0,control,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_a0cba45eea405fe48894,2026-08-02T10:30:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,FALSE,FALSE,0,0,control,syn_beneficiary_310505,283,min_kyc,0.9246,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_fc0dc649ade15cb080cd,2026-08-02T10:32:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,FALSE,FALSE,0,0,control,syn_beneficiary_310505,,,,syn_device_766467,TRUE,0.1011,28528,3604.45,1832.86,0.5085,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_bc5fa4459b7b577ca7d1,2026-08-02T10:35:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,FALSE,FALSE,0,0,control,syn_beneficiary_310505,,,,,,,,3604.45,4269.11,1.1844,TRUE,TRUE,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_888841,,,,syn_evt_23bb6a3661725b15807b,2026-08-02T10:40:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-03-4200001,CTRL-APP-01-03-4200001,,FALSE,FALSE,0,0,control,syn_beneficiary_310505,,,,,,,,3604.45,2115.09,0.5868,TRUE,TRUE,,,15,128,71796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,5,4,FALSE,syn_evt_b8062e9d76695fffa9ea,2026-08-02T01:02:00+00:00,COMMUNICATION_RISK_CONTEXT,1,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,TRUE,FALSE,0,0,attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_2292f6969e315d51ad28,2026-08-02T01:02:45+00:00,BENEFICIARY_ADDED,2,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,TRUE,TRUE,0,1,attack,syn_beneficiary_992043,0,min_kyc,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_5021c978f1c951b7be62,2026-08-02T01:04:00+00:00,PAYMENT_INITIATED,3,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,TRUE,TRUE,57911.4,1,attack,syn_beneficiary_992043,,,,syn_device_286710,TRUE,0.95,20,6434.6,57911.4,9,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_20f99dee2af3584793d8,2026-08-02T01:07:00+00:00,PAYMENT_REPEATED,4,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,TRUE,TRUE,25738.4,1,attack,syn_beneficiary_992043,,,,,,,,6434.6,6434.6,1,FALSE,FALSE,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_89ddc5e056395b86b930,2026-08-02T01:12:00+00:00,FUNDS_RECEIVED,5,RT-APP-01-04200002-BASE,RT-APP-01-04200002-BASE,APP-01,TRUE,TRUE,0,1,attack,syn_beneficiary_992043,,,,,,,,6434.6,6434.6,1,FALSE,TRUE,,,15,220,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,3,4,FALSE,syn_evt_826c0ae1611a5c989626,2026-08-02T10:10:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,FALSE,FALSE,0,0,control,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_1a87c387b1615f8f88eb,2026-08-02T10:10:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,FALSE,FALSE,0,0,control,syn_beneficiary_992043,904,business_kyc,0.9912,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_6274501fe8ca55ad905b,2026-08-02T10:12:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,FALSE,FALSE,0,0,control,syn_beneficiary_992043,,,,syn_device_286710,TRUE,0.0994,85495,6434.6,11436.86,1.7774,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_f97a7a16df3d5b78a3fc,2026-08-02T10:15:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,FALSE,FALSE,0,0,control,syn_beneficiary_992043,,,,,,,,6434.6,6357.38,0.988,TRUE,TRUE,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_cb853346f4ce592f8a9b,2026-08-02T10:20:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-01-4200002,CTRL-APP-01-01-4200002,,FALSE,FALSE,0,0,control,syn_beneficiary_992043,,,,,,,,6434.6,10451.08,1.6242,TRUE,TRUE,,,15,120,73550,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,1,4,FALSE,syn_evt_b81a01a27cbf5a028687,2026-08-02T10:20:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,FALSE,FALSE,0,0,control,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_b4b21152ddff584cb35d,2026-08-02T10:20:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,FALSE,FALSE,0,0,control,syn_beneficiary_992043,114,min_kyc,0.7388,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_cb545297ea3a5f508237,2026-08-02T10:22:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,FALSE,FALSE,0,0,control,syn_beneficiary_992043,,,,syn_device_286710,TRUE,0.2508,24459,6434.6,7791.66,1.2109,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_180d3fadf2095d24aae1,2026-08-02T10:25:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,FALSE,FALSE,0,0,control,syn_beneficiary_992043,,,,,,,,6434.6,8312.86,1.2919,TRUE,TRUE,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_318b7418ee54538da679,2026-08-02T10:30:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-02-4200002,CTRL-APP-01-02-4200002,,FALSE,FALSE,0,0,control,syn_beneficiary_992043,,,,,,,,6434.6,10391.88,1.615,TRUE,TRUE,,,15,86,40888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,3,4,FALSE,syn_evt_e089a64df62b506e977c,2026-08-02T10:30:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,FALSE,FALSE,0,0,control,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_f343e356597c5a608f28,2026-08-02T10:30:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,FALSE,FALSE,0,0,control,syn_beneficiary_992043,83,full_kyc,0.983,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_14f1d55825d65db3898f,2026-08-02T10:32:00+00:00,PAYMENT_INITIATED,3,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,FALSE,FALSE,0,0,control,syn_beneficiary_992043,,,,syn_device_286710,TRUE,0.4196,16965,6434.6,11375.09,1.7678,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_2188b7caa7df53a38640,2026-08-02T10:35:00+00:00,PAYMENT_REPEATED,4,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,FALSE,FALSE,0,0,control,syn_beneficiary_992043,,,,,,,,6434.6,6157.27,0.9569,TRUE,TRUE,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_887169,,,,syn_evt_7c4ad0d0d1e2500dbc83,2026-08-02T10:40:00+00:00,FUNDS_RECEIVED,5,CTRL-APP-01-03-4200002,CTRL-APP-01-03-4200002,,FALSE,FALSE,0,0,control,syn_beneficiary_992043,,,,,,,,6434.6,10979.36,1.7063,TRUE,TRUE,,,15,70,18838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,5,4,FALSE,syn_evt_b9a1effb2ff75c768dde,2026-08-02T01:03:00+00:00,COMMUNICATION_RISK_CONTEXT,1,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,TRUE,FALSE,0,0,attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_2934de4e7cad5a24b248,2026-08-02T01:03:45+00:00,BENEFICIARY_ADDED,2,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,TRUE,TRUE,0,1,attack,syn_beneficiary_696219,0,min_kyc,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_61c0d8954b32572ab12c,2026-08-02T01:05:00+00:00,PAYMENT_INITIATED,3,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,TRUE,TRUE,31151.88,1,attack,syn_beneficiary_696219,,,,syn_device_876902,TRUE,0.95,20,3461.32,31151.88,9,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_5d928c9b8c715af3872d,2026-08-02T01:08:00+00:00,PAYMENT_REPEATED,4,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,TRUE,TRUE,13845.28,1,attack,syn_beneficiary_696219,,,,,,,,3461.32,3461.32,1,TRUE,FALSE,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_0e90798204095b33b8dd,2026-08-02T01:13:00+00:00,FUNDS_RECEIVED,5,RT-APP-01-04200003-BASE,RT-APP-01-04200003-BASE,APP-01,TRUE,TRUE,0,1,attack,syn_beneficiary_696219,,,,,,,,3461.32,3461.32,1,FALSE,FALSE,,,15,220,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,0,4,FALSE,syn_evt_0f3f6c0fe8815b5b91df,2026-08-02T10:10:00+00:00,COMMUNICATION_RISK_CONTEXT,1,CTRL-APP-01-01-4200003,CTRL-APP-01-01-4200003,,FALSE,FALSE,0,0,control,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syn_sender_764753,,,,syn_evt_28e41b2238805cbdbac2,2026-08-02T10:10:45+00:00,BENEFICIARY_ADDED,2,CTRL-APP-01-01-4200003,CTRL-APP-01-01-4200003,,FALSE,FALSE,0,0,control,syn_beneficiary_696219,1294,full_kyc,0.7269,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
