event_id,event_ts,transaction_id,sender_account_id,beneficiary_id,payment_rail,channel,amount_inr,currency,merchant_category,transaction_status,device_id,ip_prefix,geo_region,auth_method,session_age_seconds,account_age_days,beneficiary_age_days,label_fraud,attack_family,scenario_id,legitimate_control
25e0b09a-1877-790b-ac3c-c885d1813c6c,2026-08-01T03:13:06+00:00,85da34fd-38ae-6155-3a96-1b37d37aa850,acct_000013,p2p_000045,UPI,MOBILE_APP,310.67,INR,P2P_TRANSFER,APPROVED,dev_legit_000160,10.125.151.0/24,GJ,PIN,1354,553,1043,False,,,
b0088af1-3c09-8b2f-347c-5ddbf493777c,2026-08-01T03:22:02+00:00,271381d8-b30c-e4df-8930-70ed37c25bfc,acct_000062,merchant_000053,BANK_TRANSFER,API,56.46,INR,FUEL,APPROVED,dev_000062,10.139.40.0/24,MH,BIOMETRIC,1715,3445,296,False,,,
c942b438-cc20-1624-3071-f2f89a9da4b4,2026-08-01T03:35:51+00:00,fe18792b-fde6-1453-edf1-e621e74e5fff,acct_000098,p2p_000021,UPI,MOBILE_APP,4961.59,INR,P2P_TRANSFER,APPROVED,dev_000098,10.189.24.0/24,MH,BIOMETRIC,786,2640,1059,False,,,
a9ce6d1d-bbda-6976-5d4c-43cfaa0b4cfb,2026-08-01T03:36:11+00:00,ca90771f-620b-a30f-3442-3226d47e5f28,acct_000002,merchant_000038,BANK_TRANSFER,WEB,461.94,INR,GROCERY,APPROVED,dev_000002,10.125.146.0/24,MH,PASSWORD,2067,1678,275,False,,,
909881f5-eae3-5b64-0349-422d3457bf0b,2026-08-01T03:49:16+00:00,a58c4b0d-175a-4e61-9aa2-d5d13688518a,acct_000004,p2p_000040,UPI,MOBILE_APP,176.03,INR,P2P_TRANSFER,APPROVED,dev_000004,10.199.15.0/24,RJ,PIN,1766,2647,161,False,,,
3f550468-2cb8-64ea-d436-773bb73f9a3e,2026-08-01T03:49:37+00:00,864e0a4d-357d-ba59-b2a3-1ec5be11b62b,acct_000039,p2p_000048,UPI,MOBILE_APP,1043.74,INR,P2P_TRANSFER,APPROVED,dev_000039,10.158.174.0/24,DL,PIN,1715,1189,189,False,,,
de87732d-191e-c896-30fc-7db0d2178d54,2026-08-01T04:12:57+00:00,6b83573d-fb93-8534-f2e1-540579121928,acct_000030,popular_000001,BANK_TRANSFER,MOBILE_APP,282.45,INR,UTILITIES,APPROVED,dev_000030,10.52.65.0/24,KL,OTP,2264,2337,182,False,,,POPULAR_MERCHANT
a8dec463-878f-7ab7-b33d-16ba6c31dc7a,2026-08-01T04:26:28+00:00,5203307b-bdd0-9688-3923-9ebc7c1d113d,acct_000048,p2p_000018,UPI,MOBILE_APP,828.62,INR,P2P_TRANSFER,APPROVED,dev_000048,10.15.174.0/24,DL,BIOMETRIC,871,2861,3,False,,,
baa4cae3-6214-2063-f95c-fba7cd19248e,2026-08-01T04:32:20+00:00,33c52115-e9c6-61eb-f3ff-8bfeb286cf75,acct_000086,merchant_000049,CARD,WEB,429.61,INR,DINING,APPROVED,dev_000086,10.145.174.0/24,TN,OTP,2032,1988,563,False,,,
9f9c31f6-725a-a633-7b9c-106c63effc59,2026-08-01T04:36:11+00:00,a14f3eab-f5d5-3437-a9e2-04989c6a9b57,acct_000095,merchant_000000,UPI,MOBILE_APP,182.65,INR,GROCERY,APPROVED,dev_000095,10.80.221.0/24,TS,PIN,2293,3048,342,False,,,
ea88b51b-9e8e-c4ed-e11d-03a6a8c4f6f7,2026-08-01T04:36:31+00:00,7949cdef-7dad-db1b-752a-d169b5cb40a0,acct_000087,p2p_000034,UPI,MOBILE_APP,592.57,INR,P2P_TRANSFER,APPROVED,dev_000087,10.14.163.0/24,DL,PIN,1198,3635,602,False,,,
09271806-70d5-3410-ee45-b66e7a928137,2026-08-01T04:44:13+00:00,25cd2edf-9d47-1cf0-1be2-1c76ea8494d7,acct_000090,merchant_000096,BANK_TRANSFER,MOBILE_APP,429.08,INR,TRAVEL,APPROVED,dev_000090,10.4.32.0/24,WB,OTP,2205,3299,463,False,,,
43aa8ca1-4b7d-7261-2731-2b38c53cc894,2026-08-01T05:12:49+00:00,587d24b0-eb22-fc24-8928-5afc063f1337,acct_000018,merchant_000034,WALLET,API,1433.82,INR,DINING,APPROVED,dev_000018,10.177.184.0/24,KA,PIN,738,1318,5,False,,,
b2ecd7e2-d103-c4e3-e191-e23f6ad69c23,2026-08-01T05:59:30+00:00,f4da4577-e247-626b-5155-2121b31e59e0,acct_000048,merchant_000069,BANK_TRANSFER,WEB,2630.64,INR,FUEL,APPROVED,dev_000048,10.15.174.0/24,KA,BIOMETRIC,1716,2861,366,False,,,
2084cfbc-5659-f1ba-84ef-e69b0bef16e4,2026-08-01T06:01:52+00:00,707c624c-3de9-2b85-1c67-100c45ab7ca6,acct_000012,merchant_000088,WALLET,API,1045.77,INR,ECOMMERCE,APPROVED,dev_000012,10.200.209.0/24,DL,BIOMETRIC,2356,1266,141,False,,,
7d6a390f-40bf-afee-c21f-595c2422d1c5,2026-08-01T06:01:54+00:00,defa27aa-8f4a-4fc4-be84-fadb38411aca,acct_000009,merchant_000003,CARD,MOBILE_APP,737.71,INR,UTILITIES,APPROVED,dev_000009,10.93.165.0/24,DL,CARD_CVV,1453,559,4,False,,,
a015ca60-14c2-c103-3e42-ef1c12fc305c,2026-08-01T06:16:32+00:00,8d0700d0-ab5c-f0c6-e7ee-06881102e61e,acct_000023,merchant_000019,BANK_TRANSFER,WEB,159.13,INR,DINING,APPROVED,dev_000023,10.96.125.0/24,KL,PASSWORD,676,815,63,False,,,
986acc45-318d-d172-857e-bfdee7643075,2026-08-01T06:42:08+00:00,c708c227-0d45-6994-6702-6858ca97bdca,acct_000078,merchant_000086,WALLET,WEB,2553.32,INR,FUEL,APPROVED,dev_000078,10.4.99.0/24,TN,PIN,637,2996,1043,False,,,
3ee1be91-39c8-eacd-f91e-ac475f232da1,2026-08-01T06:43:10+00:00,2a76cbbe-c3d0-86cb-520a-2a090d8c539d,acct_000023,p2p_000054,UPI,MOBILE_APP,287.43,INR,P2P_TRANSFER,APPROVED,dev_000023,10.96.125.0/24,KL,PIN,561,815,802,False,,,
fa182408-3ea1-7d92-dd54-6e3b8353d3b5,2026-08-01T06:54:06+00:00,b5d29955-ee5e-3fae-33a6-e5a4b4b65a8b,acct_000005,merchant_000029,WALLET,MOBILE_APP,227.13,INR,TRAVEL,APPROVED,dev_legit_000516,10.153.219.0/24,DL,PIN,398,3258,555,False,,,
da4dd4f3-6b8c-8fcc-aa96-1f98c7efaad8,2026-08-01T07:11:50+00:00,af29e9bc-7f56-ec21-b5c4-ce830f45688e,acct_000098,p2p_000028,UPI,MOBILE_APP,2082.02,INR,P2P_TRANSFER,APPROVED,dev_000098,10.189.24.0/24,MH,BIOMETRIC,630,2640,466,False,,,
709d8312-5f90-d7fc-a424-bd69648650c9,2026-08-01T07:27:37+00:00,4ba28edd-a912-9291-0fc3-d4c6d09c5ba3,acct_000021,p2p_000074,UPI,MOBILE_APP,593.91,INR,P2P_TRANSFER,APPROVED,dev_000021,10.55.187.0/24,UP,BIOMETRIC,1031,2510,723,False,,,
7d211185-ac00-31a3-ff6a-3a92e2d87869,2026-08-01T07:29:20+00:00,f1e48131-9374-5da0-5347-b101ed71bde8,acct_000029,merchant_000056,WALLET,MOBILE_APP,1006.71,INR,FUEL,APPROVED,dev_000029,10.48.174.0/24,KL,PASSWORD,1175,607,176,False,,,
22eb010c-4773-50f1-a20e-2c39a6077e7b,2026-08-01T07:31:15+00:00,383744d6-08a6-c04d-e429-745710d2d366,acct_000095,p2p_000055,UPI,MOBILE_APP,50.18,INR,P2P_TRANSFER,APPROVED,dev_000095,10.80.221.0/24,TS,BIOMETRIC,1241,3048,1095,False,,,
f58b7840-02f7-e1e8-b12c-ac7788b65c9d,2026-08-01T07:32:39+00:00,7bb0bd4e-4624-6497-552a-d108318634df,acct_000076,p2p_000036,UPI,MOBILE_APP,261.42,INR,P2P_TRANSFER,APPROVED,dev_000076,10.9.204.0/24,WB,PIN,454,3054,631,False,,,
a22e7d78-c40e-3b76-8dc0-0a59260a1d08,2026-08-01T07:39:08+00:00,e314d78e-189f-5ab5-f5cf-d02ec5b429e3,acct_000059,p2p_000039,UPI,MOBILE_APP,68.15,INR,P2P_TRANSFER,APPROVED,dev_000059,10.143.114.0/24,TN,PIN,236,853,1032,False,,,
a03e9f3b-ea64-b245-9382-ff4582ec1633,2026-08-01T07:43:24+00:00,93cf5bdf-d067-f546-aab6-f713b17e0a19,acct_000072,merchant_000097,WALLET,WEB,1627.59,INR,FUEL,APPROVED,dev_000072,10.47.210.0/24,WB,BIOMETRIC,1600,1389,878,False,,,
58d3583b-4f06-b808-a6b5-c1d5fa2b77a0,2026-08-01T07:44:00+00:00,7e15d409-70ee-d2f6-8ae9-9d4cda16c994,acct_000040,merchant_000018,CARD,WEB,816.03,INR,UTILITIES,APPROVED,dev_000040,10.122.158.0/24,DL,CARD_CVV,1797,3349,135,False,,,
991081fd-a235-4bfa-7587-3408a8b0b3a3,2026-08-01T07:46:52+00:00,ed66a6c5-5e30-d2a9-0b4e-44be16e65e26,acct_000077,p2p_000071,UPI,MOBILE_APP,698.87,INR,P2P_TRANSFER,APPROVED,dev_000077,10.189.163.0/24,DL,PIN,401,2883,442,False,,,
53091f3d-9817-3f89-95b8-4e660db5227a,2026-08-01T07:52:00+00:00,cde41ee2-561b-b067-e09c-ca1eb5c0a348,acct_000066,merchant_000027,WALLET,POS,3446.59,INR,UTILITIES,APPROVED,dev_000066,10.115.20.0/24,WB,BIOMETRIC,66,3390,1063,False,,,
6dec13cf-4c66-893a-4f53-565bac5acfae,2026-08-01T08:13:41+00:00,fdfa954d-483c-345a-95e3-51fbe88c5f1c,acct_000017,merchant_000027,CARD,API,385.62,INR,ECOMMERCE,APPROVED,dev_000017,10.20.175.0/24,MH,OTP,380,3639,1,False,,,
755b6118-9653-0858-9ee7-9954c4975f17,2026-08-01T08:24:17+00:00,480b12a4-343c-f025-7ded-bdfa2f2b3be2,acct_000046,merchant_000041,CARD,POS,863.98,INR,ECOMMERCE,APPROVED,dev_000046,10.107.152.0/24,RJ,CARD_CVV,254,964,317,False,,,
2edb078d-9b45-58a3-1d67-7c11a9359fd4,2026-08-01T08:40:47+00:00,3b7aec76-0046-005c-5f8b-1ad86dddbe2a,acct_000077,merchant_000005,WALLET,API,974.81,INR,UTILITIES,APPROVED,dev_legit_000074,10.71.81.0/24,DL,PIN,1159,2883,40,False,,,
e426c498-1838-3e21-e9fa-fdba741c14b0,2026-08-01T08:47:44+00:00,89b2a9d6-b13b-1409-4734-e0184f976b88,acct_000060,merchant_000039,WALLET,MOBILE_APP,240.57,INR,TRAVEL,APPROVED,dev_000060,10.193.212.0/24,DL,PASSWORD,1407,2322,83,False,,,
20e2462d-b927-45f2-06d7-55b491a44125,2026-08-01T08:51:20+00:00,8c1da1d2-cb97-bafb-db13-cbf2436eaf82,acct_000066,p2p_000096,UPI,MOBILE_APP,1476.45,INR,P2P_TRANSFER,APPROVED,dev_000066,10.115.20.0/24,WB,PIN,257,3390,1030,False,,,
956397c8-faf8-df6b-8802-2e8459d14cf0,2026-08-01T09:04:40+00:00,e51c2a11-8636-72b5-bc0d-49c0dc0cf899,acct_000096,p2p_000072,UPI,MOBILE_APP,2214.55,INR,P2P_TRANSFER,APPROVED,dev_000096,10.177.21.0/24,KL,BIOMETRIC,282,388,856,False,,,
04c44364-02fe-b95a-83ed-a2b9af6c4c30,2026-08-01T09:05:48+00:00,7b5a1035-90fe-2cc9-af67-5731a0fcc075,acct_000080,merchant_000049,CARD,API,1798.29,INR,DINING,APPROVED,dev_000080,10.109.121.0/24,TN,OTP,2320,2470,7,False,,,
22175e56-13ff-b7f2-d687-0a533ab08b72,2026-08-01T09:20:18+00:00,136b60af-810f-c886-fee4-611124219f87,acct_000036,merchant_000076,CARD,API,1561.32,INR,ECOMMERCE,APPROVED,dev_000036,10.18.51.0/24,UP,OTP,1738,922,6,False,,,
68649196-4e5a-836f-a847-4afc9d6775d9,2026-08-01T09:29:13+00:00,526337bb-b798-b14e-1778-ba81911b44f6,acct_000094,p2p_000100,UPI,MOBILE_APP,1692.06,INR,P2P_TRANSFER,APPROVED,dev_000094,10.1.147.0/24,MH,BIOMETRIC,578,3439,1190,False,,,
6e6630b0-385f-165c-f0c7-d1c5d32bf667,2026-08-01T09:40:56+00:00,b439bcb7-a162-544e-9769-febf9466ff6b,acct_000096,p2p_000035,UPI,MOBILE_APP,864.85,INR,P2P_TRANSFER,APPROVED,dev_000096,10.177.21.0/24,KL,PIN,339,388,768,False,,,
66887b6e-4b78-1d69-23bb-b54e4b35b20b,2026-08-01T09:42:12+00:00,b2b402f6-2a02-5e2b-ef86-bf4333299a46,acct_000031,merchant_000054,UPI,WEB,289.09,INR,TRAVEL,APPROVED,dev_000031,10.51.219.0/24,KA,PIN,672,362,745,False,,,
e878fd15-3706-4330-2914-c5ac8b18cde3,2026-08-01T09:49:04+00:00,d44c8dea-0b68-afa1-45cb-0e5253fc853d,acct_000065,merchant_000080,BANK_TRANSFER,MOBILE_APP,2097.25,INR,ECOMMERCE,APPROVED,dev_000065,10.124.239.0/24,RJ,PASSWORD,37,2230,403,False,,,
eab8a581-399e-25aa-2946-840bb1b9d093,2026-08-01T09:52:55+00:00,c3ca1935-3222-6a5f-4f63-e75df62f5c81,acct_000050,merchant_000036,WALLET,POS,143.3,INR,TRAVEL,APPROVED,dev_000050,10.28.126.0/24,TS,BIOMETRIC,439,2402,1148,False,,,
eeeaf14b-0770-9fcd-4eaa-6413c5a60e57,2026-08-01T09:58:23+00:00,d273cb46-eab6-2534-fb6d-afc8ba5d8704,acct_000005,p2p_000041,UPI,MOBILE_APP,110.63,INR,P2P_TRANSFER,APPROVED,dev_000005,10.138.194.0/24,DL,BIOMETRIC,165,3258,72,False,,,
ddd7ca9a-7fbe-3ab5-f8bf-8f753b606eea,2026-08-01T10:09:41+00:00,be46f7dc-001c-6b99-d7f2-d9c0fb8aa236,acct_000020,p2p_000009,UPI,MOBILE_APP,1250.03,INR,P2P_TRANSFER,APPROVED,dev_000020,10.38.109.0/24,MH,BIOMETRIC,1871,1145,727,False,,,
4af87c27-95a7-61e8-78ac-72ba50f8c793,2026-08-01T10:29:40+00:00,11614ab6-8f81-9f8d-60aa-0865e115ded4,acct_000031,p2p_000053,UPI,MOBILE_APP,504.92,INR,P2P_TRANSFER,APPROVED,dev_000031,10.51.219.0/24,KA,BIOMETRIC,543,362,383,False,,,
79a3686e-e8e5-c151-48ec-a45018476be1,2026-08-01T10:30:52+00:00,5d8710df-bed2-49b8-b02d-1f46ac118422,acct_000032,merchant_000088,WALLET,MOBILE_APP,757.56,INR,ECOMMERCE,APPROVED,dev_000032,10.87.212.0/24,GJ,PASSWORD,1370,2304,698,False,,,
936a9f50-4814-2490-1853-f5d55fbe3a29,2026-08-01T10:45:20+00:00,ed1f206b-d19a-5baa-e7b8-315eb679928c,acct_000088,merchant_000082,UPI,WEB,155.7,INR,GROCERY,APPROVED,dev_000088,10.75.67.0/24,TS,PIN,783,1476,4,False,,,
177da393-af60-5c00-2e6c-12fa8aead648,2026-08-01T10:45:41+00:00,fe561fb5-dd21-0fad-0f0e-47d5ee6dc9de,acct_000020,merchant_000008,BANK_TRANSFER,WEB,538.14,INR,ECOMMERCE,APPROVED,dev_000020,10.38.109.0/24,MH,OTP,1006,1145,231,False,,,
ef3a48d2-e03a-92d0-5fd0-3634bfa6f56a,2026-08-01T10:52:07+00:00,2e4054fe-e648-5e68-72c0-9dabe86a287e,acct_000012,p2p_000094,UPI,MOBILE_APP,2554.73,INR,P2P_TRANSFER,APPROVED,dev_000012,10.200.209.0/24,KL,BIOMETRIC,542,1266,853,False,,,
6e6f0d84-1105-5a74-a34b-c4aa27ae01f1,2026-08-01T10:58:35+00:00,c454908d-9157-7b37-3f07-e3eb15500422,acct_000063,p2p_000088,UPI,MOBILE_APP,222.58,INR,P2P_TRANSFER,APPROVED,dev_legit_000483,10.69.205.0/24,RJ,PIN,2151,2271,43,False,,,
ddfa3034-3710-0a5b-1d2c-e6455d1b7bfc,2026-08-01T10:59:48+00:00,5c3f4173-063a-9eee-702b-3f4e4859ebd7,acct_000034,merchant_000084,WALLET,API,90.83,INR,UTILITIES,APPROVED,dev_000034,10.152.80.0/24,KA,BIOMETRIC,2145,1208,5,False,,,
c7d25875-f9cc-2767-4b7a-be872f3292df,2026-08-01T11:02:22+00:00,0ca64efa-b44e-25e2-2414-174f881da1ff,acct_000031,merchant_000091,BANK_TRANSFER,WEB,673.22,INR,GROCERY,APPROVED,dev_000031,10.51.219.0/24,KA,BIOMETRIC,1517,362,920,False,,,
2a401ae1-5693-cadb-b33e-9863ebee594d,2026-08-01T11:08:53+00:00,ccbae991-3194-7377-c727-9df76ada0a53,acct_000078,p2p_000007,UPI,MOBILE_APP,1726.29,INR,P2P_TRANSFER,APPROVED,dev_000078,10.4.99.0/24,TN,BIOMETRIC,2277,2996,54,False,,,
d00d63f8-4d14-5954-5d6b-625a822763de,2026-08-01T11:10:36+00:00,4a1b53ed-f4db-6fdd-259e-c5ebbc9277e0,acct_000090,p2p_000037,UPI,MOBILE_APP,514.21,INR,P2P_TRANSFER,APPROVED,dev_000090,10.4.32.0/24,WB,PIN,244,3299,6,False,,,
4cbba383-3990-cdd9-b30f-64fe63c12bcd,2026-08-01T11:24:29+00:00,6798d72d-99fe-763b-a690-6a3214ea5c76,acct_000053,merchant_000050,WALLET,MOBILE_APP,687.45,INR,TRAVEL,APPROVED,dev_000053,10.129.228.0/24,GJ,BIOMETRIC,1303,1193,368,False,,,
5b728307-d50c-f5cc-f5b8-656190df2aa5,2026-08-01T11:34:14+00:00,e783d0ac-66e2-ea1e-d3f4-ad6177047905,acct_000080,p2p_000005,UPI,MOBILE_APP,2079.65,INR,P2P_TRANSFER,APPROVED,dev_000080,10.109.121.0/24,TN,PIN,440,2470,841,False,,,
222ba933-69b5-cb68-39a9-5ee55cccaf0e,2026-08-01T11:38:24+00:00,6c6f5eb0-a530-ba00-8d6f-b4c1287f81da,acct_000099,merchant_000009,WALLET,API,207.19,INR,TRAVEL,APPROVED,dev_000099,10.157.144.0/24,RJ,PASSWORD,679,3574,795,False,,,
b52a3b9e-ab1c-d929-3e6d-a4ce24c8660b,2026-08-01T11:43:50+00:00,9aa97264-7c89-b1c2-f420-2fdccd3e2fe1,acct_000022,p2p_000044,UPI,MOBILE_APP,1482.17,INR,P2P_TRANSFER,APPROVED,dev_000022,10.67.11.0/24,MH,BIOMETRIC,604,821,1,False,,,
0f7f9a4f-8077-5fed-43ee-a63fbe5c55ed,2026-08-01T11:59:52+00:00,a6963285-d933-c8a1-939a-8721cb4f4139,acct_000073,merchant_000029,WALLET,MOBILE_APP,567.43,INR,FUEL,APPROVED,dev_000073,10.48.213.0/24,DL,PIN,843,276,6,False,,,
4f68c96a-4aa5-2c9c-5162-e86059833df2,2026-08-01T12:10:38+00:00,2887e1c3-739d-57e6-cc15-cd8d7fc4396d,acct_000031,p2p_000028,UPI,MOBILE_APP,3371.06,INR,P2P_TRANSFER,APPROVED,dev_000031,10.51.219.0/24,KA,BIOMETRIC,1197,362,1020,False,,,
aa3ff14e-3ac3-040e-80b1-234860a7d9a9,2026-08-01T12:15:15+00:00,291512a0-0862-d05f-cc27-709cc3bd4faa,acct_000018,popular_000001,BANK_TRANSFER,API,829.05,INR,GROCERY,APPROVED,dev_000018,10.177.184.0/24,KA,BIOMETRIC,621,1318,1209,False,,,POPULAR_MERCHANT
27a517da-ac37-97e1-75d1-d5f0052961aa,2026-08-01T12:18:30+00:00,7fb8c3cd-50a3-4c25-f080-fe04dd916832,acct_000086,p2p_000072,UPI,MOBILE_APP,271.41,INR,P2P_TRANSFER,APPROVED,dev_legit_000832,10.3.29.0/24,WB,BIOMETRIC,287,1988,84,False,,,
2df49acf-5e8b-aa29-e4f5-d638a6330885,2026-08-01T12:25:17+00:00,a6514284-5d6c-ecce-3b8c-012ea66d4b1f,acct_000095,merchant_000048,WALLET,WEB,307.2,INR,UTILITIES,APPROVED,dev_000095,10.80.221.0/24,TS,BIOMETRIC,1401,3048,1067,False,,,
80b6c9d9-f8c6-6320-59b4-d4245abe2377,2026-08-01T12:40:42+00:00,97657496-5ac3-7c87-9858-14bd1f2e6cce,acct_000041,merchant_000014,CARD,API,329.66,INR,FUEL,APPROVED,dev_000041,10.152.63.0/24,KL,CARD_CVV,813,1409,80,False,,,
e8866c6a-28f4-beb1-e996-37b843a19d22,2026-08-01T13:02:42+00:00,9fbfb761-02af-5f8a-0753-b2ec21f2a61c,acct_000080,merchant_000099,WALLET,WEB,2489.13,INR,GROCERY,APPROVED,dev_000080,10.109.121.0/24,TN,PASSWORD,1300,2470,273,False,,,
cfa94572-f569-f9ef-445a-ed5aee9c848d,2026-08-01T13:13:14+00:00,47c9a536-495a-9588-11ac-3751b8e19460,acct_000052,merchant_000088,UPI,WEB,1708.38,INR,DINING,APPROVED,dev_000052,10.32.230.0/24,KA,BIOMETRIC,1735,1786,71,False,,,
7637ddb4-6511-6bc9-37a3-a2e22645d9e0,2026-08-01T13:34:37+00:00,0528e6a8-5e17-c528-6fbc-1114cc8e0d2a,acct_000058,merchant_000072,BANK_TRANSFER,WEB,472.48,INR,UTILITIES,APPROVED,dev_000058,10.193.14.0/24,KL,BIOMETRIC,1284,67,1125,False,,,
409e98fb-a547-9be4-823d-2c808d06c8b5,2026-08-01T13:40:19+00:00,b9510a30-67d0-f8ee-0500-8e75740f7c83,acct_000021,p2p_000012,UPI,MOBILE_APP,341.18,INR,P2P_TRANSFER,APPROVED,dev_000021,10.55.187.0/24,UP,PIN,1545,2510,669,False,,,
